#{"t_start": 1780821122.5057628, "env_id": "None"}
r,l,t,target
80.8,12,3368.837461,diamond_ore
110.601588,7,3371.840171,diamond_ore
94.180486,18,3375.600347,diamond_ore
57.881885,47,3380.849401,diamond_ore
93.110257,14,3384.242041,diamond_ore
56.981517,37,3388.973235,diamond_ore
45.994028,32,3392.933245,diamond_ore
80.416535,24,3396.541243,diamond_ore
88.334915,22,3400.045761,diamond_ore
68.463031,40,3404.336205,diamond_ore
81.95329,25,3408.394161,diamond_ore
82.748735,11,3411.417448,diamond_ore
94.272146,17,3414.875235,diamond_ore
103.335995,13,3418.16729,diamond_ore
108.966128,9,3421.805162,diamond_ore
92.99,16,3425.349169,diamond_ore
93.510836,18,3428.747104,diamond_ore
78.392297,13,3432.817493,diamond_ore
79.219157,14,3435.831344,diamond_ore
81.307165,19,3439.309108,diamond_ore
100.79,11,3442.086548,diamond_ore
90.903464,16,3445.349094,diamond_ore
99.483363,13,3448.760846,diamond_ore
91.66,6,3451.390701,diamond_ore
102.805603,13,3454.600615,diamond_ore
85.014944,11,3457.851008,diamond_ore
83.135586,24,3461.551522,diamond_ore
90.406331,18,3465.110014,diamond_ore
107.341548,10,3468.413464,diamond_ore
60.004745,30,3472.68908,diamond_ore
74.836482,22,3477.855439,diamond_ore
72.560571,20,3481.556355,diamond_ore
47.822337,30,3485.530329,diamond_ore
87.395966,14,3488.478785,diamond_ore
70.093063,38,3493.047294,diamond_ore
91.423626,17,3496.104764,diamond_ore
85.883442,13,3499.02854,diamond_ore
90.938846,17,3502.303546,diamond_ore
58.771133,31,3505.894291,diamond_ore
77.089509,23,3509.773474,diamond_ore
